"isDisabled","ref","type","baseWeapon","baseMods","supportedAttachments","lootTags","startingLevel","tier","pingCommsAction","fakeAmmoIcon","icon","pickupModel","skinOverride","attachSound","pickupSound_1p","pickupSound_3p","carrySound","pickupString","desc","countPerDrop","inventorySlotCount","netInt","passive","endorsementRef","minPVPCurrency","maxPVPCurrency","scrapValue","droppodRotate","conditional","isDynamic","pretendsToBeBlank","floorSpawnCategory","restrictFromSling","hideFromDeathbox","hideFromBlackMarket","requestCommsAction","cosmeticSkinOverride","brandAsset","collabCharacter"
false,"mp_weapon_pdw","main_weapon","","dormant_hopup_selectfire","sight mag barrel grip hopup","smg",0,1,"PING_WEAPON_PROWLER","","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_pdw_crate","main_weapon","","crate optic_cq_hcog_classic highcal_mag_l3 laser_sight_l3 stock_tactical_l3 hopup_selectfire altfire_selectfire","sight hopup","smg",0,5,"PING_WEAPON_PROWLER","rui/hud/gametype_icons/survival/sur_ammo_heavy","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_pdw_whiteset","main_weapon","mp_weapon_pdw","optic_cq_hcog_classic highcal_mag_l1 laser_sight_l1 stock_tactical_l1","sight mag barrel grip","smg whiteset",0,1,"PING_WEAPON_PROWLER","","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_pdw_blueset","main_weapon","mp_weapon_pdw","optic_cq_hcog_classic highcal_mag_l2 laser_sight_l2 stock_tactical_l2","sight mag barrel grip","smg blueset",0,2,"PING_WEAPON_PROWLER","","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_pdw_purpleset","main_weapon","mp_weapon_pdw","optic_cq_hcog_classic highcal_mag_l3 laser_sight_l3 stock_tactical_l3","sight mag barrel grip","smg purpleset",0,3,"PING_WEAPON_PROWLER","","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_pdw_gold","main_weapon","mp_weapon_pdw","optic_cq_hcog_classic highcal_mag_l3 laser_sight_l3 stock_tactical_l3 hopup_selectfire altfire_selectfire","sight mag barrel grip hopup","smg gold",0,4,"PING_WEAPON_PROWLER","","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_volt_smg","main_weapon","","","sight mag barrel grip","smg",0,1,"PING_WEAPON_VOLT_SMG","","","",0,"","survival_loot_pickup_weapon_alternator_smg","survival_loot_pickup_3p_weapon_alternator_smg","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_volt_smg_crate","main_weapon","","crate optic_cq_hcog_classic energy_mag_l3 stock_tactical_l3 laser_sight_l3","sight","smg",0,5,"PING_WEAPON_VOLT_SMG","rui/hud/gametype_icons/survival/sur_ammo_lstar","","",0,"","survival_loot_pickup_weapon_alternator_smg","survival_loot_pickup_3p_weapon_alternator_smg","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_volt_smg_whiteset","main_weapon","mp_weapon_volt_smg","optic_cq_hcog_classic energy_mag_l1 stock_tactical_l1 laser_sight_l1","sight mag barrel grip","smg whiteset",0,1,"PING_WEAPON_VOLT_SMG","","","",0,"","survival_loot_pickup_weapon_alternator_smg","survival_loot_pickup_3p_weapon_alternator_smg","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_volt_smg_blueset","main_weapon","mp_weapon_volt_smg","optic_cq_hcog_classic energy_mag_l2 stock_tactical_l2  laser_sight_l2","sight mag barrel grip","smg blueset",0,2,"PING_WEAPON_VOLT_SMG","","","",0,"","survival_loot_pickup_weapon_alternator_smg","survival_loot_pickup_3p_weapon_alternator_smg","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_volt_smg_purpleset","main_weapon","mp_weapon_volt_smg","optic_cq_hcog_classic energy_mag_l3 stock_tactical_l3 laser_sight_l3","sight mag barrel grip","smg purpleset",0,3,"PING_WEAPON_VOLT_SMG","","","",0,"","survival_loot_pickup_weapon_alternator_smg","survival_loot_pickup_3p_weapon_alternator_smg","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_volt_smg_gold","main_weapon","mp_weapon_volt_smg","optic_cq_hcog_classic energy_mag_l3 stock_tactical_l3 laser_sight_l3","sight mag barrel grip","smg gold",0,4,"PING_WEAPON_VOLT_SMG","","","",0,"","survival_loot_pickup_weapon_alternator_smg","survival_loot_pickup_3p_weapon_alternator_smg","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_dmr","main_weapon","","","sight mag grip","sniper",0,1,"PING_WEAPON_DMR","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_dmr_crate","main_weapon","","crate optic_sniper_threat sniper_mag_l3 stock_sniper_l3 hopup_headshot_dmg","sight hopupMulti_a hopupMulti_b","sniper",0,5,"PING_WEAPON_DMR","rui/hud/gametype_icons/survival/sur_ammo_kraber","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_dmr_whiteset","main_weapon","mp_weapon_dmr","optic_cq_hcog_bruiser sniper_mag_l1 stock_sniper_l1","sight mag grip","sniper whiteset",0,1,"PING_WEAPON_DMR","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_dmr_blueset","main_weapon","mp_weapon_dmr","optic_sniper sniper_mag_l2 stock_sniper_l2","sight mag grip","sniper blueset",0,2,"PING_WEAPON_DMR","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_dmr_purpleset","main_weapon","mp_weapon_dmr","optic_ranged_aog_variable sniper_mag_l3 stock_sniper_l3","sight mag grip","sniper purpleset",0,3,"PING_WEAPON_DMR","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_dmr_gold","main_weapon","mp_weapon_dmr","optic_sniper_threat sniper_mag_l3 stock_sniper_l3 hopup_ultimate_accelerator","sight mag grip hopup","sniper gold",0,4,"PING_WEAPON_DMR","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_defender","main_weapon","","dormant_hopup_selectfire","sight mag grip hopup","sniper",0,1,"PING_WEAPON_DEFENDER","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_defender_crate","main_weapon","","crate optic_sniper_threat stock_sniper_l3 sniper_mag_l3 hopup_selectfire altfire_selectfire","sight hopup","sniper",0,5,"PING_WEAPON_DEFENDER","rui/hud/gametype_icons/survival/sur_ammo_kraber","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_defender_whiteset","main_weapon","mp_weapon_defender","optic_cq_hcog_bruiser stock_sniper_l1 sniper_mag_l1","sight mag grip","sniper whiteset",0,1,"PING_WEAPON_DEFENDER","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_defender_blueset","main_weapon","mp_weapon_defender","optic_sniper stock_sniper_l2 sniper_mag_l2","sight mag grip","sniper blueset",0,2,"PING_WEAPON_DEFENDER","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_defender_purpleset","main_weapon","mp_weapon_defender","optic_sniper_variable stock_sniper_l3 sniper_mag_l3","sight mag grip","sniper purpleset",0,3,"PING_WEAPON_DEFENDER","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_defender_gold","main_weapon","mp_weapon_defender","optic_sniper_threat stock_sniper_l3 sniper_mag_l3 hopup_selectfire altfire_selectfire","sight mag grip hopup","sniper gold",0,4,"PING_WEAPON_DEFENDER","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_lmg","main_weapon","","","sight grip mag barrel","lmg",0,1,"PING_WEAPON_SPITFIRE","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_lmg_crate","main_weapon","","crate optic_cq_hcog_bruiser bullets_mag_l3 stock_tactical_l3 barrel_stabilizer_l3 hopup_gunshield hopup_kinetic_loader","sight hopupMulti_a hopupMulti_b","lmg",0,5,"PING_WEAPON_SPITFIRE","rui/hud/gametype_icons/survival/sur_ammo_unique","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_lmg_whiteset","main_weapon","mp_weapon_lmg","optic_cq_hcog_classic  stock_tactical_l1 bullets_mag_l1 barrel_stabilizer_l1","sight grip mag barrel","lmg whiteset",0,1,"PING_WEAPON_SPITFIRE","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_lmg_blueset","main_weapon","mp_weapon_lmg","optic_cq_hcog_bruiser stock_tactical_l2 bullets_mag_l2 barrel_stabilizer_l2","sight grip mag barrel","lmg blueset",0,2,"PING_WEAPON_SPITFIRE","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_lmg_purpleset","main_weapon","mp_weapon_lmg","optic_cq_hcog_bruiser stock_tactical_l3 bullets_mag_l3 barrel_stabilizer_l3","sight grip mag barrel","lmg purpleset",0,3,"PING_WEAPON_SPITFIRE","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_lmg_gold","main_weapon","mp_weapon_lmg","optic_cq_hcog_bruiser bullets_mag_l3 stock_tactical_l3 barrel_stabilizer_l3 hopup_ultimate_accelerator","sight grip mag barrel hopup","lmg gold",0,4,"PING_WEAPON_SPITFIRE","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_rspn101","main_weapon","","","sight mag barrel grip","assault",0,1,"PING_WEAPON_R201","","","",0,"","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_rspn101_crate","main_weapon","","crate optic_cq_hcog_bruiser bullets_mag_l3 barrel_stabilizer_l3 stock_tactical_l3 hopup_gunshield","sight hopup","assault",0,5,"PING_WEAPON_R201","rui/hud/gametype_icons/survival/sur_ammo_unique","","",0,"","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_rspn101_whiteset","main_weapon","mp_weapon_rspn101","optic_cq_hcog_classic bullets_mag_l1 barrel_stabilizer_l1 stock_tactical_l1","sight mag barrel grip","assault whiteset",0,1,"PING_WEAPON_R201","","","",0,"","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_rspn101_blueset","main_weapon","mp_weapon_rspn101","optic_cq_hcog_bruiser bullets_mag_l2 barrel_stabilizer_l2 stock_tactical_l2","sight mag barrel grip","assault blueset",0,2,"PING_WEAPON_R201","","","",0,"","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_rspn101_purpleset","main_weapon","mp_weapon_rspn101","optic_cq_hcog_bruiser bullets_mag_l3 barrel_stabilizer_l3 stock_tactical_l3","sight mag barrel grip","assault purpleset",0,3,"PING_WEAPON_R201","","","",0,"","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_rspn101_gold","main_weapon","mp_weapon_rspn101","optic_cq_hcog_bruiser bullets_mag_l3 barrel_stabilizer_l3 stock_tactical_l3 hopup_ultimate_accelerator","sight mag barrel grip hopup","assault gold",0,4,"PING_WEAPON_R201","","","",0,"","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_shotgun","main_weapon","","dormant_hopup_double_tap","sight mag grip hopup","shotgun",0,1,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_shotgun_crate","main_weapon","","crate optic_cq_hcog_classic shotgun_bolt_l3 stock_tactical_l3 hopup_unshielded_dmg","sight hopup","shotgun",0,5,"PING_WEAPON_EVA","rui/hud/gametype_icons/survival/sur_ammo_mastiff","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_shotgun_whiteset","main_weapon","mp_weapon_shotgun","shotgun_bolt_l1 stock_tactical_l1 optic_cq_hcog_classic","sight mag grip","shotgun whiteset",0,1,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_shotgun_blueset","main_weapon","mp_weapon_shotgun","shotgun_bolt_l2 optic_cq_hcog_classic stock_tactical_l2","sight mag grip","shotgun blueset",0,2,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_shotgun_purpleset","main_weapon","mp_weapon_shotgun","shotgun_bolt_l3 optic_cq_hcog_classic stock_tactical_l3","sight mag grip","shotgun purpleset",0,3,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_shotgun_gold","main_weapon","mp_weapon_shotgun","optic_cq_hcog_classic shotgun_bolt_l3 stock_tactical_l3 hopup_double_tap altfire_double_tap","sight mag grip hopup","shotgun gold",0,4,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,mp_weapon_energy_shotgun,main_weapon,,hopup_energy_choke choke,sight mag grip hopup,shotgun,0,1,PING_WEAPON_PEACEKEEPER,,,,0,,survival_loot_pickup_weapon_shotgun,survival_loot_pickup_3p_weapon_shotgun,,,,1,1,,,,0,0,20,false,false,false,false,CORE,false,false,false,,,,
false,"mp_weapon_energy_shotgun_crate","main_weapon","","crate optic_cq_hcog_classic shotgun_bolt_l3 stock_tactical_l3 hopup_energy_choke choke","sight","shotgun",0,5,"PING_WEAPON_PEACEKEEPER","rui/hud/gametype_icons/survival/sur_ammo_mastiff","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_energy_shotgun_whiteset","main_weapon","mp_weapon_energy_shotgun","hopup_energy_choke choke optic_cq_hcog_classic shotgun_bolt_l1 stock_tactical_l1","sight mag grip","shotgun whiteset",0,1,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_energy_shotgun_blueset","main_weapon","mp_weapon_energy_shotgun","hopup_energy_choke choke optic_cq_hcog_classic shotgun_bolt_l2 stock_tactical_l2","sight mag grip","shotgun blueset",0,2,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_energy_shotgun_purpleset","main_weapon","mp_weapon_energy_shotgun","hopup_energy_choke choke optic_cq_hcog_classic shotgun_bolt_l3 stock_tactical_l3","sight mag grip","shotgun purpleset",0,3,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,mp_weapon_energy_shotgun_gold,main_weapon,mp_weapon_energy_shotgun,hopup_energy_choke choke optic_cq_hcog_classic shotgun_bolt_l3 stock_tactical_l3,sight mag grip hopup,shotgun gold,0,4,PING_WEAPON_PEACEKEEPER,,,,0,,survival_loot_pickup_weapon_shotgun,survival_loot_pickup_3p_weapon_shotgun,,,,1,1,,,,0,0,20,false,false,false,false,,false,false,false,,,,
false,"mp_weapon_shotgun_pistol","main_weapon","","","sight mag","shotgun",0,1,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_shotgun_pistol_whiteset","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l1","sight mag","shotgun whiteset",0,1,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_shotgun_pistol_blueset","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l2","sight mag","shotgun blueset",0,2,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_shotgun_pistol_purpleset","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l3","sight mag","shotgun purpleset",0,3,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_shotgun_pistol_gold","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l3 hopup_ultimate_accelerator","sight mag hopup","shotgun gold",0,4,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,mp_weapon_shotgun_pistol_crate,main_weapon,,crate,sight hopup,shotgun,0,5,PING_WEAPON_MOZAMBIQUE,rui/hud/gametype_icons/survival/sur_ammo_mastiff,,,0,,survival_loot_pickup_weapon_shotgun,survival_loot_pickup_3p_weapon_shotgun,,,,1,1,,,,0,0,20,false,false,false,false,,false,false,false,,,,
// no dual-wield path on the S3 dedi: false,"mp_weapon_shotgun_pistol_crate_akimbo","main_weapon","mp_weapon_shotgun_pistol_crate","crate optic_cq_hcog_classic shotgun_bolt_l3 locked_akimbo hopup_paintball_elite","sight hopup","shotgun",0,5,"PING_WEAPON_MOZAMBIQUE","rui/hud/gametype_icons/survival/sur_ammo_mastiff","","mdl/weapons/pstl_sa3/w_mozambique_akimbo_loot.rmdl",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_shotgun_pistol_akimbo_whiteset","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l1 locked_akimbo","sight mag","shotgun whiteset",0,1,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_shotgun_pistol_akimbo_blueset","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l2 locked_akimbo","sight mag","shotgun blueset",0,2,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_shotgun_pistol_akimbo_purpleset","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l3 locked_akimbo","sight mag","shotgun purpleset",0,3,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_shotgun_pistol_akimbo_gold","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l3 locked_akimbo hopup_ultimate_accelerator","sight mag hopup","shotgun gold",0,4,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_shotgun_pistol_light","main_weapon","","hopup_april_fools_light","sight","shotgun event_weapon",0,4,"PING_WEAPON_MOZAMBIQUE","rui/hud/gametype_icons/survival/sur_ammo_bullet","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_shotgun_pistol_heavy","main_weapon","","hopup_april_fools_heavy","sight","shotgun event_weapon",0,4,"PING_WEAPON_MOZAMBIQUE","rui/hud/gametype_icons/survival/sur_ammo_bullet_large","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_shotgun_pistol_sniper","main_weapon","","hopup_april_fools_sniper","sight","shotgun event_weapon",0,4,"PING_WEAPON_MOZAMBIQUE","rui/hud/gametype_icons/survival/sur_ammo_sniper","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_shotgun_pistol_energy","main_weapon","","hopup_april_fools_energy","sight","shotgun event_weapon",0,4,"PING_WEAPON_MOZAMBIQUE","rui/hud/gametype_icons/survival/sur_ammo_special","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","","",0,0,20,false,false,false,false,"EVENT",false,false,false,"","","",""
false,"mp_weapon_wingman","main_weapon","","","barrel sight mag","pistol",0,1,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_wingman_crate","main_weapon","","crate hopup_headshot_dmg_elite optic_cq_hcog_classic sniper_mag_l3 laser_sight_l3","sight hopup","pistol",0,5,"PING_WEAPON_WINGMAN","rui/hud/gametype_icons/survival/sur_ammo_kraber","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","","",0,0,20,false,false,false,false,"CORE",false,false,false,"","","",""
false,"mp_weapon_wingman_whiteset","main_weapon","mp_weapon_wingman","optic_cq_hcog_classic sniper_mag_l1 laser_sight_l1","barrel sight mag","pistol whiteset",0,1,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_wingman_blueset","main_weapon","mp_weapon_wingman","optic_cq_hcog_classic sniper_mag_l2 laser_sight_l2","barrel sight mag","pistol blueset",0,2,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_wingman_purpleset","main_weapon","mp_weapon_wingman","optic_cq_hcog_classic sniper_mag_l3 laser_sight_l3","barrel sight mag","pistol purpleset",0,3,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
false,"mp_weapon_wingman_gold","main_weapon","mp_weapon_wingman","optic_cq_hcog_classic sniper_mag_l3 laser_sight_l3 hopup_ultimate_accelerator","barrel sight mag hopup","pistol gold",0,4,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","","",0,0,20,false,false,false,false,"",false,false,false,"","","",""
